,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,year,General_Position
199,Mbaye Diagne,Centre-Forward,27,5000000,Turkey,Others,Kasimpasa,Turkey,Others,Galatasaray,13000000,2018,Attack
200,Germán Pezzella,Centre-Back,27,13000000,Spain,LaLiga,Real Betis Balompié,Italy,Serie A,ACF Fiorentina,9000000,2018,Defense
201,Salomón Rondón,Centre-Forward,28,13000000,England,Others,West Bromwich Albion,England,Premier League,Newcastle United,2000000,2018,Attack
202,Adem Ljajić,Attacking Midfield,26,13000000,Italy,Serie A,Torino FC,Turkey,Others,Besiktas JK,1000000,2018,Midfield
203,Matej Vydra,Centre-Forward,26,8000000,England,Others,Derby County,England,Premier League,Burnley FC,12000000,2018,Attack
204,M'Baye Niang,Centre-Forward,23,10000000,Italy,Serie A,AC Milan,Italy,Serie A,Torino FC,12000000,2018,Attack
205,Mitchell Weiser,Right-Back,24,12000000,Germany,Bundesliga,Hertha BSC,Germany,Bundesliga,Bayer 04 Leverkusen,12000000,2018,Defense
206,Willy Boly,Centre-Back,27,5000000,Portugal,Others,FC Porto,England,Premier League,Wolverhampton Wanderers,12000000,2018,Defense
207,Marcelo Saracchi,Left-Back,20,4000000,Argentina,Others,CA River Plate,Germany,Bundesliga,RB Leipzig,12000000,2018,Defense
208,Francesco Acerbi,Centre-Back,30,10000000,Italy,Serie A,US Sassuolo,Italy,Serie A,SS Lazio,12000000,2018,Defense
209,Mikel Merino,Central Midfield,22,12000000,England,Premier League,Newcastle United,Spain,LaLiga,Real Sociedad,12000000,2018,Midfield
210,Vitinho,Left Winger,24,8000000,Russia,Others,CSKA Moscow,Brazil,Others,CR Flamengo,12000000,2018,Attack
211,Kévin Malcuit,Right-Back,27,7000000,France,Ligue 1,LOSC Lille,Italy,Serie A,SSC Napoli,12000000,2018,Defense
212,Marlon,Centre-Back,22,10000000,Spain,LaLiga,FC Barcelona,Italy,Serie A,US Sassuolo,12000000,2018,Defense
213,Souza,Defensive Midfield,29,9000000,Turkey,Others,Fenerbahce,Saudi Arabia,Others,Al-Ahli Saudi FC,12000000,2018,Midfield
214,Nemanja Radonjić,Left Winger,22,6000000,Serbia,Others,Red Star Belgrade,France,Ligue 1,Olympique Marseille,12000000,2018,Attack
215,Emerson Royal,Right-Back,20,50000,Brazil,Others,Clube Atlético Mineiro,Spain,LaLiga,FC Barcelona,12000000,2018,Defense
216,Sardar Azmoun,Centre-Forward,24,9000000,Russia,Others,Rubin Kazan,Russia,Others,Zenit St. Petersburg,12000000,2018,Attack
217,Cheikhou Kouyaté,Defensive Midfield,28,12000000,England,Premier League,West Ham United,England,Premier League,Crystal Palace,10000000,2018,Midfield
218,Giuliano,Attacking Midfield,28,12000000,Turkey,Others,Fenerbahce,Saudi Arabia,Others,Al-Nassr FC,10000000,2018,Midfield
219,Jonny Otto,Left-Back,24,12000000,Spain,LaLiga,Celta de Vigo,Spain,LaLiga,Atlético de Madrid,7000000,2018,Defense
220,Juan Bernat,Left-Back,25,12000000,Germany,Bundesliga,Bayern Munich,France,Ligue 1,Paris Saint-Germain,5000000,2018,Defense
221,Aarón Martín,Left-Back,21,12000000,Spain,LaLiga,RCD Espanyol Barcelona,Germany,Bundesliga,1.FSV Mainz 05,3000000,2018,Defense
222,Loris Karius,Goalkeeper,25,12000000,England,Premier League,Liverpool FC,Turkey,Others,Besiktas JK,2000000,2018,Goalkeeper
223,Denis Suárez,Attacking Midfield,25,12000000,Spain,LaLiga,FC Barcelona,England,Premier League,Arsenal FC,2000000,2018,Midfield
224,Munir El Haddadi,Centre-Forward,23,12000000,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Sevilla FC,1000000,2018,Attack
225,Alex Meret,Goalkeeper,21,12000000,Italy,Serie A,Udinese Calcio,Italy,Serie A,SSC Napoli,0,2018,Goalkeeper
226,Sofiane Boufal,Left Winger,24,12000000,England,Premier League,Southampton FC,Spain,LaLiga,Celta de Vigo,0,2018,Attack
227,Jonny Otto,Left-Back,24,12000000,Spain,LaLiga,Atlético de Madrid,England,Premier League,Wolverhampton Wanderers,0,2018,Defense
228,Sergio Rico,Goalkeeper,24,12000000,Spain,LaLiga,Sevilla FC,England,Premier League,Fulham FC,0,2018,Goalkeeper
229,Jorge,Left-Back,22,12000000,Monaco,Ligue 1,AS Monaco,Portugal,Others,FC Porto,0,2018,Defense
230,Manolo Gabbiadini,Centre-Forward,27,10000000,England,Premier League,Southampton FC,Italy,Serie A,UC Sampdoria,11000000,2018,Attack
231,Soualiho Meïté,Central Midfield,24,8000000,Monaco,Ligue 1,AS Monaco,Italy,Serie A,Torino FC,11000000,2018,Midfield
232,Benik Afobe,Centre-Forward,25,10000000,England,Premier League,AFC Bournemouth,England,Premier League,Wolverhampton Wanderers,11000000,2018,Attack
233,Josh Murphy,Left Winger,23,1000000,England,Others,Norwich City,Wales,Premier League,Cardiff City,11000000,2018,Attack
234,Jonathan Rodríguez,Centre-Forward,25,3000000,Mexico,Others,Santos Laguna,Mexico,Others,CD Cruz Azul,11000000,2018,Attack
235,Bobby De Cordova-Reid,Attacking Midfield,25,3000000,England,Others,Bristol City,Wales,Premier League,Cardiff City,11000000,2018,Midfield
236,David Brooks,Right Winger,20,5000000,England,Others,Sheffield United,England,Premier League,AFC Bournemouth,11000000,2018,Attack
237,Angus Gunn,Goalkeeper,22,2000000,England,Premier League,Manchester City,England,Premier League,Southampton FC,11000000,2018,Goalkeeper
238,Nicolás González,Left Winger,20,5000000,Argentina,Others,AA Argentinos Juniors,Germany,Bundesliga,VfB Stuttgart,11000000,2018,Attack
239,Tom Ince,Right Winger,26,8000000,England,Premier League,Huddersfield Town,England,Others,Stoke City,11000000,2018,Attack
240,Gianluca Lapadula,Centre-Forward,28,7000000,Italy,Serie A,AC Milan,Italy,Serie A,Genoa CFC,11000000,2018,Attack
241,Suat Serdar,Central Midfield,21,7000000,Germany,Bundesliga,1.FSV Mainz 05,Germany,Bundesliga,FC Schalke 04,11000000,2018,Midfield
242,Fodé Ballo-Touré,Left-Back,22,7000000,France,Ligue 1,LOSC Lille,Monaco,Ligue 1,AS Monaco,11000000,2018,Defense
243,Ozan Kabak,Centre-Back,18,6000000,Turkey,Others,Galatasaray,Germany,Bundesliga,VfB Stuttgart,11000000,2018,Defense
244,Emmanuel Boateng,Left Winger,22,3000000,Spain,LaLiga,Levante UD,China,Others,Dalian Yifang,11000000,2018,Attack
245,Sergi Darder,Central Midfield,24,11000000,France,Ligue 1,Olympique Lyon,Spain,LaLiga,RCD Espanyol Barcelona,8000000,2018,Midfield
246,Filip Benkovic,Centre-Back,21,11000000,England,Premier League,Leicester City,Scotland,Others,Celtic FC,0,2018,Defense
247,Armando Izzo,Centre-Back,26,8000000,Italy,Serie A,Genoa CFC,Italy,Serie A,Torino FC,10000000,2018,Defense
248,Yoshinori Muto,Centre-Forward,26,6000000,Germany,Bundesliga,1.FSV Mainz 05,England,Premier League,Newcastle United,10000000,2018,Attack
249,Víctor Dávila,Centre-Forward,21,3000000,Mexico,Others,Club Necaxa,Mexico,Others,CF Pachuca,10000000,2018,Attack
250,Orbelín Pineda,Central Midfield,22,5000000,Mexico,Others,Deportivo Guadalajara,Mexico,Others,CD Cruz Azul,10000000,2018,Midfield
251,Valentino Lazaro,Right-Back,22,9000000,Austria,Bundesliga,Red Bull Salzburg,Germany,Bundesliga,Hertha BSC,10000000,2018,Defense
252,Wout Weghorst,Centre-Forward,25,7000000,Netherlands,Others,AZ Alkmaar,Germany,Bundesliga,VfL Wolfsburg,10000000,2018,Attack
253,Odsonne Edouard,Centre-Forward,20,1000000,France,Ligue 1,Paris Saint-Germain,Scotland,Others,Celtic FC,10000000,2018,Attack
254,Djaniny,Centre-Forward,27,5000000,Mexico,Others,Santos Laguna,Saudi Arabia,Others,Al-Ahli Saudi FC,10000000,2018,Attack
255,Karim Adeyemi,Left Winger,16,10000000,Germany,Others,SpVgg Unterhaching U19,Austria,Bundesliga,Red Bull Salzburg,10000000,2018,Attack
256,Danilo Barbosa,Defensive Midfield,22,7000000,Portugal,Others,SC Braga,France,Ligue 1,OGC Nice,10000000,2018,Midfield
257,Omar Mascarell,Defensive Midfield,25,8000000,Spain,LaLiga,Real Madrid,Germany,Bundesliga,FC Schalke 04,10000000,2018,Midfield
258,Daniel Ginczek,Centre-Forward,27,3000000,Germany,Bundesliga,VfB Stuttgart,Germany,Bundesliga,VfL Wolfsburg,10000000,2018,Attack
259,Bernardo,Centre-Back,23,6000000,Germany,Bundesliga,RB Leipzig,England,Premier League,Brighton & Hove Albion,10000000,2018,Defense
260,Borja Iglesias,Centre-Forward,25,1000000,Spain,LaLiga,Celta de Vigo,Spain,LaLiga,RCD Espanyol Barcelona,10000000,2018,Attack
261,Antonio Barreca,Left-Back,23,3000000,Italy,Serie A,Torino FC,Monaco,Ligue 1,AS Monaco,10000000,2018,Defense
262,Nemanja Maksimović,Central Midfield,23,5000000,Spain,LaLiga,Valencia CF,Spain,LaLiga,Getafe CF,10000000,2018,Midfield
263,Santiago Cáseres,Defensive Midfield,21,6000000,Argentina,Others,CA Vélez Sarsfield,Spain,LaLiga,Villarreal CF,10000000,2018,Midfield
264,Adama Diakhaby,Left Winger,22,5000000,Monaco,Ligue 1,AS Monaco,England,Premier League,Huddersfield Town,10000000,2018,Attack
265,Jérémie Boga,Left Winger,21,2000000,England,Others,Chelsea FC U23,Italy,Serie A,US Sassuolo,10000000,2018,Attack
266,Myziane Maolida,Left Winger,19,4000000,France,Ligue 1,Olympique Lyon,France,Ligue 1,OGC Nice,10000000,2018,Attack
267,Jason Denayer,Centre-Back,23,3000000,England,Premier League,Manchester City,France,Ligue 1,Olympique Lyon,10000000,2018,Defense
268,Vicente Iborra,Defensive Midfield,30,9000000,England,Premier League,Leicester City,Spain,LaLiga,Villarreal CF,10000000,2018,Midfield
269,Aleksandar Prijovic,Centre-Forward,28,6000000,Greece,Others,PAOK Thessaloniki,Saudi Arabia,Others,Al-Ittihad Club (Jeddah),10000000,2018,Attack
270,Yaroslav Rakitskyi,Centre-Back,29,7000000,Ukraine,Others,Shakhtar Donetsk,Russia,Others,Zenit St. Petersburg,10000000,2018,Defense
271,Nicolae Stanciu,Attacking Midfield,25,4000000,Czech Republic,Others,AC Sparta Prague,Saudi Arabia,Others,Al-Ahli Saudi FC,10000000,2018,Midfield
272,Gabriel Pires,Central Midfield,24,10000000,Spain,LaLiga,CD Leganés,Portugal,Others,SL Benfica,9000000,2018,Midfield
273,Pablo Maffeo,Right-Back,20,10000000,England,Premier League,Manchester City,Germany,Bundesliga,VfB Stuttgart,9000000,2018,Defense
274,Ramiro Funes Mori,Centre-Back,27,10000000,England,Premier League,Everton FC,Spain,LaLiga,Villarreal CF,9000000,2018,Defense
275,Carlos Salcedo,Centre-Back,25,10000000,Germany,Bundesliga,Eintracht Frankfurt,Mexico,Others,Tigres UANL,8000000,2018,Defense
276,Valon Berisha,Central Midfield,25,10000000,Austria,Bundesliga,Red Bull Salzburg,Italy,Serie A,SS Lazio,7000000,2018,Midfield
277,Mikel Merino,Central Midfield,22,10000000,Germany,Bundesliga,Borussia Dortmund,England,Premier League,Newcastle United,7000000,2018,Midfield
278,Wahbi Khazri,Centre-Forward,27,10000000,England,Others,Sunderland AFC,France,Ligue 1,AS Saint-Étienne,7000000,2018,Attack
279,Carlos Bacca,Centre-Forward,31,10000000,Italy,Serie A,AC Milan,Spain,LaLiga,Villarreal CF,7000000,2018,Attack
280,João Moutinho,Central Midfield,31,10000000,Monaco,Ligue 1,AS Monaco,England,Premier League,Wolverhampton Wanderers,5000000,2018,Midfield
281,Marius Wolf,Right-Back,23,10000000,Germany,Bundesliga,Eintracht Frankfurt,Germany,Bundesliga,Borussia Dortmund,5000000,2018,Defense
282,Ante Rebic,Left Winger,24,10000000,Italy,Serie A,ACF Fiorentina,Germany,Bundesliga,Eintracht Frankfurt,4000000,2018,Attack
283,Joe Hart,Goalkeeper,31,10000000,England,Premier League,Manchester City,England,Premier League,Burnley FC,3000000,2018,Goalkeeper
284,Nicolas N'Koulou,Centre-Back,28,10000000,France,Ligue 1,Olympique Lyon,Italy,Serie A,Torino FC,3000000,2018,Defense
285,Roberto Inglese,Centre-Forward,26,10000000,Italy,Serie A,SSC Napoli,Italy,Serie A,Parma Calcio 1913,3000000,2018,Attack
286,Dwight Gayle,Centre-Forward,28,10000000,England,Premier League,Newcastle United,England,Others,West Bromwich Albion,2000000,2018,Attack
287,Kevin Wimmer,Centre-Back,25,10000000,England,Others,Stoke City,Germany,Bundesliga,Hannover 96,1000000,2018,Defense
288,Grégoire Defrel,Centre-Forward,27,10000000,Italy,Serie A,AS Roma,Italy,Serie A,UC Sampdoria,1000000,2018,Attack
289,Henry Onyekuru,Left Winger,21,10000000,England,Premier League,Everton FC,Turkey,Others,Galatasaray,800000,2018,Attack
290,Martin Hinteregger,Centre-Back,26,10000000,Germany,Bundesliga,FC Augsburg,Germany,Bundesliga,Eintracht Frankfurt,800000,2018,Defense
291,Steven Zuber,Left Winger,27,10000000,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,Bundesliga,VfB Stuttgart,600000,2018,Attack
292,Marius Wolf,Right-Back,23,10000000,Germany,Bundesliga,Hannover 96,Germany,Bundesliga,Eintracht Frankfurt,500000,2018,Defense
293,Kevin Akpoguma,Centre-Back,23,10000000,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,Bundesliga,Hannover 96,220000,2018,Defense
294,Gerson,Central Midfield,21,10000000,Italy,Serie A,AS Roma,Italy,Serie A,ACF Fiorentina,92000,2018,Midfield
295,Léo Dubois,Right-Back,23,10000000,France,Ligue 1,FC Nantes,France,Ligue 1,Olympique Lyon,0,2018,Defense
296,Lukas Hradecky,Goalkeeper,28,10000000,Germany,Bundesliga,Eintracht Frankfurt,Germany,Bundesliga,Bayer 04 Leverkusen,0,2018,Goalkeeper
297,Andrés Iniesta,Central Midfield,34,10000000,Spain,LaLiga,FC Barcelona,Japan,Others,Vissel Kobe,0,2018,Midfield
298,Yohan Cabaye,Central Midfield,32,10000000,England,Premier League,Crystal Palace,United Arab Emirates,Others,Al-Nasr SC (UAE),0,2018,Midfield
299,Benik Afobe,Centre-Forward,25,10000000,England,Premier League,Wolverhampton Wanderers,England,Others,Stoke City,0,2018,Attack
300,Wayne Rooney,Centre-Forward,32,10000000,England,Premier League,Everton FC,United States,Others,D.C. United,0,2018,Attack
301,Sandro Ramírez,Centre-Forward,23,10000000,England,Premier League,Everton FC,Spain,LaLiga,Real Sociedad,0,2018,Attack
302,M'Baye Niang,Centre-Forward,23,10000000,Italy,Serie A,Torino FC,France,Ligue 1,Stade Rennais FC,0,2018,Attack
303,Hee-chan Hwang,Centre-Forward,22,10000000,Austria,Bundesliga,Red Bull Salzburg,Germany,Others,Hamburger SV,0,2018,Attack
304,Tammy Abraham,Centre-Forward,20,10000000,England,Premier League,Chelsea FC,England,Others,Aston Villa,0,2018,Attack
305,Oliver Burke,Centre-Forward,21,10000000,England,Others,West Bromwich Albion,Scotland,Others,Celtic FC,0,2018,Attack
306,Youssef Aït Bennasser,Defensive Midfield,22,10000000,Monaco,Ligue 1,AS Monaco,France,Ligue 1,AS Saint-Étienne,0,2018,Midfield
307,Konstantinos Mitroglou,Centre-Forward,30,10000000,France,Ligue 1,Olympique Marseille,Turkey,Others,Galatasaray,0,2018,Attack
308,Davide Santon,Left-Back,27,3000000,Italy,Serie A,Inter Milan,Italy,Serie A,AS Roma,9000000,2018,Defense
309,Róger Guedes,Left Winger,21,9000000,Brazil,Others,Sociedade Esportiva Palmeiras,China,Others,Shandong Luneng Taishan,9000000,2018,Attack
310,Aleix Vidal,Right Winger,28,7000000,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Sevilla FC,9000000,2018,Attack
311,Omar Colley,Centre-Back,25,5000000,Belgium,Others,KRC Genk,Italy,Serie A,UC Sampdoria,9000000,2018,Defense
312,Alejandro Pozuelo,Attacking Midfield,27,8000000,Belgium,Others,KRC Genk,Canada,Others,Toronto FC,9000000,2018,Midfield
313,Giorgian de Arrascaeta,Attacking Midfield,24,9000000,Brazil,Others,Cruzeiro Esporte Clube,Brazil,Others,CR Flamengo,15000000,2018,Midfield
314,Riccardo Saponara,Attacking Midfield,26,9000000,Italy,Serie A,Empoli FC ,Italy,Serie A,ACF Fiorentina,9000000,2018,Midfield
315,Jordan,Centre-Forward,22,2000000,France,Ligue 1,Stade Reims,France,Ligue 1,Stade Rennais FC,9000000,2018,Attack
316,Lukasz Skorupski,Goalkeeper,27,7000000,Italy,Serie A,AS Roma,Italy,Serie A,Bologna FC 1909,9000000,2018,Goalkeeper
317,Antonino La Gumina,Centre-Forward,22,2000000,Italy,Others,US Palermo,Italy,Serie A,Empoli FC ,9000000,2018,Attack
318,Robin Olsen,Goalkeeper,28,2000000,Denmark,Others,FC Copenhagen,Italy,Serie A,AS Roma,9000000,2018,Goalkeeper
319,Lisandro Magallán,Centre-Back,25,6000000,Argentina,Others,CA Boca Juniors,Netherlands,Others,Ajax Amsterdam,9000000,2018,Defense
320,Rabbi Matondo,Right Winger,18,9000000,England,Others,Manchester City U23,Germany,Bundesliga,FC Schalke 04,9000000,2018,Attack
321,Brian Fernández,Centre-Forward,24,2000000,Mexico,Others,Club Necaxa,United States,Others,Portland Timbers,9000000,2018,Attack
322,Garry Rodrigues,Left Winger,28,9000000,Turkey,Others,Galatasaray,Saudi Arabia,Others,Al-Ittihad Club (Jeddah),9000000,2018,Attack
323,Rodrigo Caio,Centre-Back,25,9000000,Brazil,Others,São Paulo Futebol Clube,Brazil,Others,CR Flamengo,7000000,2018,Defense
324,Rémy Cabella,Attacking Midfield,28,9000000,France,Ligue 1,Olympique Marseille,France,Ligue 1,AS Saint-Étienne,6000000,2018,Midfield
325,Odion Ighalo,Centre-Forward,29,9000000,China,Others,Changchun Yatai,China,Others,Shanghai Greenland Shenhua,5000000,2018,Attack
326,Benedikt Höwedes,Centre-Back,30,9000000,Germany,Bundesliga,FC Schalke 04,Russia,Others,Lokomotiv Moscow,5000000,2018,Defense
327,Juan Fernando Quintero,Attacking Midfield,25,9000000,Portugal,Others,FC Porto,Argentina,Others,CA River Plate,3000000,2018,Midfield
328,Andrea Petagna,Centre-Forward,23,9000000,Italy,Serie A,Atalanta BC,Italy,Serie A,SPAL,3000000,2018,Attack
329,Riccardo Saponara,Attacking Midfield,26,9000000,Italy,Serie A,ACF Fiorentina,Italy,Serie A,UC Sampdoria,2000000,2018,Midfield
330,Facundo Ferreyra,Centre-Forward,27,9000000,Ukraine,Others,Shakhtar Donetsk,Portugal,Others,SL Benfica,0,2018,Attack
331,Gustavo Scarpa,Attacking Midfield,24,9000000,Brazil,Others,Fluminense Football Club,Brazil,Others,Sociedade Esportiva Palmeiras,0,2018,Midfield
332,Alexandre Pato,Centre-Forward,29,9000000,China,Others,Tianjin Tianhai (-2019),Brazil,Others,São Paulo Futebol Clube,0,2018,Attack
333,Nikola Vukcevic,Defensive Midfield,26,7000000,Portugal,Others,SC Braga,Spain,LaLiga,Levante UD,8000000,2018,Midfield
334,Guido Pizarro,Defensive Midfield,28,7000000,Spain,LaLiga,Sevilla FC,Mexico,Others,Tigres UANL,8000000,2018,Midfield
335,Andriy Lunin,Goalkeeper,19,3000000,Ukraine,Others,Zorya Lugansk,Spain,LaLiga,Real Madrid,8000000,2018,Goalkeeper
336,Roger Martínez,Left Winger,24,2000000,Spain,LaLiga,Villarreal CF,Mexico,Others,CF América,8000000,2018,Attack
337,Keno,Left Winger,28,3000000,Brazil,Others,Sociedade Esportiva Palmeiras,Egypt,Premier League,Pyramids FC,8000000,2018,Attack
338,Davide Bettella,Centre-Back,18,1000000,Italy,Serie A,Inter Milan,Italy,Serie A,Atalanta BC,8000000,2018,Defense
339,Nordin Amrabat,Right Winger,31,3000000,England,Premier League,Watford FC,Saudi Arabia,Others,Al-Nassr FC,8000000,2018,Attack
340,Samuel Kalu,Right Winger,20,5000000,Belgium,Others,KAA Gent,France,Ligue 1,FC Girondins Bordeaux,8000000,2018,Attack
341,Kasim Adams,Centre-Back,23,8000000,Switzerland,Others,BSC Young Boys,Germany,Bundesliga,TSG 1899 Hoffenheim,8000000,2018,Defense
342,Silvan Widmer,Right-Back,25,8000000,Italy,Serie A,Udinese Calcio,Switzerland,Others,FC Basel 1893,4000000,2018,Defense
343,Andriy Lunin,Goalkeeper,19,8000000,Spain,LaLiga,Real Madrid,Spain,LaLiga,CD Leganés,0,2018,Goalkeeper
344,Nico Gaitán,Attacking Midfield,31,8000000,China,Others,Dalian Yifang,United States,Others,Chicago Fire,0,2018,Midfield
345,Ben Brereton Díaz,Centre-Forward,19,5000000,England,Others,Nottingham Forest,England,Others,Blackburn Rovers,8000000,2018,Attack
346,Hassane Bandé,Left Winger,19,7000000,Belgium,Others,KV Mechelen,Netherlands,Others,Ajax Amsterdam,8000000,2018,Attack
347,Anthony Limbombe,Left Winger,24,8000000,Belgium,Others,Club Brugge KV,France,Ligue 1,FC Nantes,8000000,2018,Attack
348,Samuel Gigot,Centre-Back,24,6000000,Belgium,Others,KAA Gent,Russia,Others,Spartak Moscow,8000000,2018,Defense
349,Lukasz Fabianski,Goalkeeper,33,5000000,Wales,Others,Swansea City,England,Premier League,West Ham United,8000000,2018,Goalkeeper
350,Aden Flint,Centre-Back,28,5000000,England,Others,Bristol City,England,Others,Middlesbrough FC,8000000,2018,Defense
